File,uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,Type_Adela,TypeNotes,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,PositionInTheLandscapeNotes,Prominence,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,ConditionNotes,PrincipalSourceOfImpact,PrincipalSourceOfImpactNote,OtherSourcesOfImpact,ArchaeologicalPotential,ArchaeologicalPotentialNotes,MostRecentDamageWhat,MostRecentDamageWhatNotes,MostRecentDamageWithin,MostRecentDamageWithinNotes,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
MoundsW1-20180918.csv,1000101536643991255,8230,Tiana Anderson,2018-09-11 05:33:22.275 GMT,Tiana Anderson,2018-09-11 05:43:57 GMT,8230,11 Sep,Tiana Anderson,Uncertain Feature,,Legacy verification,could be a burial mound but is most probably a modern structure such as a bunker,Annual agriculture,,Scrub,,Valley Bottom or Plain,,High,,42.1420491,26.73742022,4665581.329,478302.1911,3,1,218,Northeast,865-866 (second photo from South west),files/app/aa75b394-950a-438d-848a-1ce787fe0c9b_image-1536644004079.original.jpg,2,18,NA,NA,,,,,No,,,4 - seriously damaged,,Construction,,,4 - minimal,,Infrastructure,,Unknown,,NA,,,POINT(478302.191096 4665581.329463)
MoundsW1-20180918.csv,1000101536646944471,8231,Tiana Anderson,2018-09-11 06:22:29.028 GMT,Tiana Anderson,2018-09-11 06:22:29 GMT,8231,11 Sep,Tiana Anderson,Uncertain Feature,,Legacy verification,black square in map but no discernible or distinct feature in the field. slight elevation that appears like a settlement mound. in Northmost extension there is a 1m depression that appears to seasonal water reservoir,Pasture,,Pasture,grassland,Upper slope,,Low,,42.14188567,26.75594644,4665558.642,479833.0209,3,2,239,South,"867, 868",files/app/1a3d303c-3b34-4e02-a4ff-3ef891e69653_image-1536646947374.original.jpg,0.5,100,NA,NA,,,,,No,,,0 - No observation,,No observation,,,4 - minimal,,Agriculture,,Unknown,,NA,"this would be pristine with plenty of archaeological potential if we were certain that it was a settlement mound, but we are unsure",,POINT(479833.020948 4665558.642171)
MoundsW1-20180918.csv,1000051536648398964,8511,Verka Dolezalkova,2018-09-11 06:47:02.026 GMT,Verka Dolezalkova,2018-09-11 06:47:23 GMT,8511,11 Sep,Verka Dolezalkova,Other,geodetic marker,Legacy verification,"top of a hill, view on the village of Kraynovo",Pasture,,Pasture,grassland,Hilltop,,Super prominent,,42.0037092,26.86484011,4650196.887,488807.0281,3,273,424,South,"taken from behind a fence, therefore no scale",files/app/401780e9-f6ce-4c77-b0ad-8c3732b1e4d3_image-1536648663945.original.jpg,0,0,NA,NA,,,,,No,,,0 - No observation,,No observation,,,No observation,"none, geodetic point only",Not available,,No observation,,NA,,,POINT(488807.028114 4650196.887303)
MoundsW1-20180918.csv,1000041536649210413,8512,Bara Weissova,2018-09-11 07:00:15.612 GMT,Bara Weissova,2018-09-11 07:00:15 GMT,8512,11 Sep,Bara Weissova,Other,geodetic marker,Legacy verification,in the cemetery,Other,explain in notes,Other,explain in notes (cemetery,Hilltop,cemetery,High,,42.00320851,26.86467756,4650141.318,488793.4792,3,274,423,West,,files/app/edbf0c16-564a-4974-8f18-4943cb43d0c3_image-1536649324802.original.jpg,0,0,NA,NA,,,,,No,,,0 - No observation,,No observation,,,No observation,,Not available,,No observation,,NA,,,POINT(488793.479179 4650141.317953)
MoundsW1-20180918.csv,1000101536649229548,8232,Tiana Anderson,2018-09-11 07:00:34.831 GMT,Bronwyn See,2018-09-11 15:05:22 GMT,8232,11 Sep,Tiana Anderson,Burial Mound,,Legacy verification,large field stones and a protruding limestone outcrop. concrete pole with solid foundation top and central of mound. lozenge shape,Annual agriculture,,Pasture,grassland,Hilltop,,Super prominent,,42.13891623,26.76918252,4665225.899,480925.8732,3,3,248,Southwest,871,files/app/39aae9bf-ed81-4327-9ef0-9c2a7b2e7ad2_image-1536649319011.original.jpg,1,16,0.5,NA,,,,,No,(ext #872),files/app/1a8d1c86-edd8-4415-a366-fef603349ffd_image-1536649597150.original.jpg,4 - seriously damaged,,Agriculture,,,3 - impaired,,Agriculture,,Unknown,,NA,,,POINT(480925.873195 4665225.899297)
MoundsW1-20180918.csv,1000041536650113142,8513,Bara Weissova,2018-09-11 07:15:18.342 GMT,Bara Weissova,2018-09-11 07:15:18 GMT,8513,11 Sep,Bara Weissova,Burial Mound,,Legacy verification,situated in the fenced area in the farm,Pasture,,Pasture,grassland,Valley Bottom or Plain,,Low,,42.0136993,26.85990403,4651306.736,488400.0725,3,275,375,Northeast,627-629,files/app/95c5a50a-7b54-49d3-85d9-02c44b03039f_image-1536650544566.original.jpg,2.5,30,NA,25,,,,,No,,,3 - damaged,,Urban development,,,3 - impaired,,Urban development,,Unknown,,"NA, not accessible",,,POINT(488400.072513 4651306.736333)
MoundsW1-20180918.csv,1000101536650572410,8233,Tiana Anderson,2018-09-11 07:23:02.780 GMT,Tiana Anderson,2018-09-11 07:27:34 GMT,8233,11 Sep,Tiana Anderson,Burial Mound,,Legacy verification,mound like feature by a dirt road next to a sand quarry with a ditch along South edge. large field stones on top and scattered around,Pasture,,Pasture,grassland,Hilltop,,High,,42.14140557,26.77509437,4665500.992,481415.1404,3,4,256,North,873,files/app/357198e7-6012-4e7a-bdab-1b01c5dbd90e_image-1536650584063.original.jpg,1.3,17,NA,15,,,,,No,,,2 - minor damage,,Agriculture,,,3 - impaired,,Agriculture,,Unknown,,"01,rectangle,7.0,2.5,manually excavated trench ",,files/app/72a38731-4d51-44b3-97d9-6ba650bd60f7_image-1536651131928.original.jpg (874) - files/app/d6670fcf-b642-4a56-b3bb-89e22b26eb34_image-1536651216524.original.jpg,POINT(481415.140402 4665500.991677)
MoundsW1-20180918.csv,1000041536650958584,8514,Bara Weissova,2018-09-11 07:29:23.770 GMT,Bara Weissova,2018-09-11 07:29:23 GMT,8514,11 Sep,Bara Weissova,Burial Mound,,Legacy verification,in the farm,Pasture,,Pasture,grassland,Valley Bottom or Plain,,Low,,42.0145614,26.86090701,4651402.319,488483.2752,3,276,373,East,630-632,files/app/aa69962c-02b1-41a7-8b5b-2cb1072064f8_image-1536651117003.original.jpg,2,25,NA,20,,,,,No,,,1 - pristine,,No observation,,,1 - full,,Unknown,,Unknown,,N/A,,,POINT(488483.27518 4651402.319105)
MoundsW1-20180918.csv,1000101536651977684,8234,Tiana Anderson,2018-09-11 07:46:22.900 GMT,Tiana Anderson,2018-09-11 07:46:22 GMT,8234,11 Sep,Tiana Anderson,Burial Mound,,Legacy verification,"round mound with large trench full of berries, large stones and concrete slab present",Pasture,,Pasture,grassland,Hilltop,,High,,42.14248424,26.77845539,4665620.032,481693.1857,3,5,249,Northeast,875-876,files/app/ee205ae0-cda7-4c40-8c77-b9e9a316b3f9_image-1536652049558.original.jpg,1,20,NA,NA,,,,,No,,,3 - damaged,,Construction,"old construction, could be a viewpoint )",,3 - impaired,,Infrastructure,,Unknown,,"01,round,2.5,1.0,manually excavated overgrown with berries ",,,POINT(481693.185707 4665620.031956)
MoundsW1-20180918.csv,1000041536652008122,8515,Bara Weissova,2018-09-11 07:46:53.331 GMT,Bara Weissova,2018-09-11 07:46:53 GMT,8515,11 Sep,Bara Weissova,Other,,Legacy verification,huge rectangular bunker from the cold war,Scrub,,Scrub,,Hilltop,,Super prominent,,42.02637104,26.86783668,4652712.625,489059.0677,3,277,388.6,Northwest,"633-635,637",files/app/385f967b-99c5-40fc-a190-9dc3489bdb81_image-1536652547991.original.jpg,0,0,NA,NA,,,,,No,,,0 - No observation,,Other,specify in Annotation),military activity,5 - none or nearly none,,Other,specify in Annotation),Other,,N/A,Damaged by military activities,,POINT(489059.067677 4652712.625293)
MoundsW1-20180918.csv,1000101536652756351,8235,Tiana Anderson,2018-09-11 07:59:21.544 GMT,Tiana Anderson,2018-09-11 07:59:21 GMT,8235,11 Sep,Tiana Anderson,Burial Mound,,Legacy verification,large field stones on South edge and pole market on top,Annual agriculture,,Pasture,grassland,Hilltop,,High,,42.14303656,26.77941104,4665681.153,481772.3122,3,6,254,Northeast,879,files/app/6d5d4869-0492-4445-a404-b864627ccdf6_image-1536652811752.original.jpg,1.2,20,NA,15,,,,,No,,,3 - damaged,,Agriculture,,,2 - good,,Agriculture,,Unknown,,NA,,,POINT(481772.312169 4665681.152764)
MoundsW1-20180918.csv,1000041536654088908,8516,Bara Weissova,2018-09-11 08:21:36.699 GMT,Adela Sobotkova,2018-09-17 19:06:25 GMT,8516,11 Sep,Bara Weissova,Burial Mound,,Legacy verification,"vegetation: trees, overgrowth - difficult to measure; surface covered with stones",Forest,,Scrub,,Upper slope,,Low,,42.03808299,26.88336389,4654011.13,490346.2358,3,278,358,Northwest,638-639,files/app/7daeac4b-64d7-417a-9b97-0cd2a4f06d7c_image-1536654318054.original.jpg,1.5,20?,1,15,,,Other,loose stones maybe from the rt,No,,,3 - damaged,,Looting,,bioturbation,3 - impaired,,Unknown,,Unknown,,2 x 1 x 0.4,,files/app/f3af791f-6dee-42e9-a652-0ae7d47ee375_image-1536654423201.original.jpg,POINT(490346.235847 4654011.129748)
MoundsW1-20180918.csv,1000101536654460786,8236,Tiana Anderson,2018-09-11 08:27:45.939 GMT,Tiana Anderson,2018-09-11 08:27:45 GMT,8236,11 Sep,Tiana Anderson,Other,,Legacy verification,"highly uncertain whether it is a mound, with deep trench and large slab of concrete.",Annual agriculture,,Annual agriculture,,Upper slope,,Low,,42.14464413,26.78605866,4665858.246,482322.0648,3,7,258,North,883-885,files/app/dfc595d9-910c-410b-b9bd-553cc772088f_image-1536654820646.original.jpg,0.4,8,0.2,NA,,,Artefact scatter,,No,half a dozen non-diagnostic shards. possibly iron-age,files/app/9aed3e17-e72e-483e-8250-1286a5d097d5_image-1536654528451.original.jpg,4 - seriously damaged,,Agriculture,,,4 - minimal,,Agriculture,,Unknown,,NA,,,POINT(482322.064844 4665858.246176)
MoundsW1-20180918.csv,1000041536655910003,8517,Bara Weissova,2018-09-11 08:52:12.733 GMT,Bara Weissova,2018-09-11 08:52:12 GMT,8517,11 Sep,Bara Weissova,Other,,Legacy verification,top of the local hill,Forest,,Forest,,Hilltop,,Medium,,42.04328312,26.87164731,4654589.886,489377.3409,3,279,351,Southeast,642,files/app/789dd0bd-b349-4d6e-97db-01c098993247_image-1536655979569.original.jpg,0,0,NA,NA,,,,,No,,,0 - No observation,,No observation,,,No observation,,Not available,,No observation,,NA,,,POINT(489377.340934 4654589.886111)
MoundsW1-20180918.csv,1000041536656572963,8518,Bara Weissova,2018-09-11 09:02:58.124 GMT,Bara Weissova,2018-09-11 09:02:58 GMT,8518,11 Sep,Bara Weissova,Burial Mound,,Legacy verification,,Annual agriculture,,Scrub,,Upper slope,,Low,,42.05139541,26.86829562,4655491.014,489101.3367,3,280,317,East,"643, 644",files/app/92989a1c-75a8-4ee5-8a64-80992673024f_image-1536656846063.original.jpg,0.8,140,NA,15,,,Other,loose stones on the surface,No,,,4 - seriously damaged,,Agriculture,,looting - maybe,4 - minimal,,Agriculture,,Last month,,N/A,,,POINT(489101.33673 4655491.013537)
MoundsW1-20180918.csv,1000101536656775522,8237,Tiana Anderson,2018-09-11 09:06:22.772 GMT,Tiana Anderson,2018-09-11 09:06:22 GMT,8237,11 Sep,Tiana Anderson,Other,,Legacy verification,"located near a black dot on the map. Prominent and mound-suitable location, but built over with a 10 m iron cross with a tiled platform around.",Pasture,,Other,explain in notes,Upper slope,,Super prominent,,42.14392205,26.78636209,4665778.01,482346.937,3,8,250,Southeast,886-887,files/app/e13db573-609d-4dc1-adfb-60587427ba79_image-1536656922071.original.jpg,0.5,0,NA,NA,,,Standing features in vicinity,modern construction on top,No,,,5 - extinct or near extinct,,Construction,,,5 - none or nearly none,,Infrastructure,,Last year,,NA,,,POINT(482346.936961 4665778.009668)
MoundsW1-20180918.csv,1000101536658180424,8238,Tiana Anderson,2018-09-11 09:29:45.597 GMT,Tiana Anderson,2018-09-11 09:29:45 GMT,8238,11 Sep,Tiana Anderson,Burial Mound,,Legacy verification,large rocks,Pasture,,Annual agriculture,,Upper slope,,High,,42.14875641,26.78455038,4666315.154,482198.5882,3,9,268,North,889-891,files/app/d5c8f292-3c96-44c0-821f-1571a7a63baf_image-1536658477914.original.jpg,2,32,NA,NA,,,Artefact scatter,looks like marble/a hard limestone,No,,files/app/8ad36c8a-af8d-4173-b6e5-f0a77ee6966d_image-1536658711544.original.jpg,3 - damaged,,Looting,,agriculture,3 - impaired,,Agriculture,,Last year,,"01,rectangle,10x3.0,manually excavated old/overgrown",,,POINT(482198.588199 4666315.153677)
MoundsW1-20180918.csv,1000101536659703987,8239,Tiana Anderson,2018-09-11 09:55:10.931 GMT,Tiana Anderson,2018-09-11 09:55:10 GMT,8239,11 Sep,Tiana Anderson,Other,,Legacy verification,probable water tower. square concrete structure inside possible mound. South stream irrigation system,Pasture,,Pasture,grassland,Hilltop,,Medium,,42.15350908,26.77734567,4666844.378,481604.6785,3,10,246,Northwest,892-897,files/app/c6afc671-c305-4f32-af8f-486a51793fda_image-1536659938396.original.jpg,0.2,9,NA,NA,1.5x1 for water tower,,Standing features in vicinity,"structure inside. stones are also associated features, one is a grinding surface stone ",No,,files/app/23d1db23-6079-4d32-b7b0-6256caef6820_image-1536660384547.original.jpg,5 - extinct or near extinct,,Construction,,agricultute,4 - minimal,,Agriculture,,Unknown,,NA,,,POINT(481604.67851 4666844.377902)
MoundsW1-20180918.csv,1000101536662473757,8240,Tiana Anderson,2018-09-11 10:41:22.124 GMT,Tiana Anderson,2018-09-11 10:41:30 GMT,8240,11 Sep,Tiana Anderson,Other,,Survey,similar water tower feature to previous record. lots of large and scattered rocks again,Annual agriculture,,Pasture,grassland,Upper slope,,Medium,,42.15581651,26.77547827,4667100.981,481451.0713,16,11,246,East,903,files/app/3266656c-71e1-4993-9777-b6789d3b427c_image-1536662592489.original.jpg,0.4,8,NA,NA,,,Artefact scatter,,No,,,4 - seriously damaged,,Construction,,agriculture,4 - minimal,,Agriculture,,Unknown,,NA,,,POINT(481451.071295 4667100.981076)
MoundsW1-20180918.csv,1000021536681386710,9646,Petra Janouchova,2018-09-11 15:56:34.901 GMT,Faims Admin,2018-09-18 09:09:20 GMT,9646,11 Sep,Petra Janouchova,Surface Scatter,,Legacy verification,known site under Golyamoto Kale,Pasture,,Pasture,grassland,Valley Bottom or Plain,,Nil,"not applicable, no mound",42.04261,26.889779,4665283.313,470034.2496,3,2,303,Southwest,"external photos only, 595-600, not far from the river and the local water reservoir, good visibility of the surrounding terrain, but sheltered with the two surroundings hills, near Vodenska river, slightly elevated plateau; GPS taken back at the base to eliminate shapefile export issues; LAtLong manually entered from GPS, after the fieldwork, (42.04261, 26.889779))",,0,500,NA,400,"not mound, large extent",,Artefact scatter,"scatter of large stones of white stone, up to 0.7 m large (0.7 X 0.7x0.4 m), photo detail taken, waypoint002",Yes (Voden_01),late antique - medieval (photos only external),,1 - pristine,,No observation,,no signs of looting,1 - full,,Not available,,Not relevant,,,"no RTs visible, although the site was supposed to be looted; further monitoring recommended, detailed photo of large stone taken; tiles and bricks on the ground, stones of local white to grey stone, possibly remains of the ancient settlement",,POINT(470034.249637 4665283.31331)
MoundsW1-20180918.csv,1000021536681998984,9647,Petra Janouchova,2018-09-11 16:07:23.672 GMT,Faims Admin,2018-09-18 09:04:30 GMT,9647,11 Sep,Petra Janouchova,Surface Scatter,,Legacy verification,"Golyamoto Kale possibly, identified by Toshko, information from the director of Elhovo museum",Scrub,,Scrub,,Hilltop,,High,"visible all hills towards south, all the way to Turkey",42.039429,26.887564,4665277.71,470034,3,3,329,No Observation (only external pictures available),"only external photos, GPS taken back at the base to eliminate shape file export issues",,0,300,0,200,"large site on the top of the hill, facing south slope of the hill",,Artefact scatter pottery and A/C scatter - Loose artefacts,"green and golden glazed pottery, Ottoman or medieval, iron slag, A/Cs found scattered all over the area, lot of stones dispersed and piled over large area","Yes pottery, iron slag and unfired wall / daub-like fragment (Voden_02)",medieval,,2 - minor damage,,Looting,,metal detector looters and animals,2 - good,,Looting,,Unknown,,,"stones piled or scattered around the bushes, A/C present, medieval pottery scarce but present; further monitoring recommended, possible looting",,POINT(470034.000008 4665277.709871)
